x,y
45503.5970592,-3598116.71886
89520.5233322,-7078711.14697
77830.153904,-6154306.87481
53172.0734516,-4204493.82111
10971.5260888,-867527.738946
-19553.4794663,1546206.55032
-42970.7489063,3397903.71402
16582.2678387,-1311191.53208
-17624.4045068,1393666.87697
20363.1491789,-1610160.94317
-2205.77363378,174454.059318
-71196.5332638,5629829.3863
54860.8751505,-4338034.12665
-84418.0305545,6675306.06306
75250.8529316,-5950351.22972
25591.4321197,-2023582.18843
37697.9573786,-2980893.56675
63992.7304473,-5060126.45239
66268.0036728,-5240041.40742
-3854.26037065,304806.499549
-34536.8908504,2731004.82211
71577.5616817,-5659889.39742
-78876.4230874,6237108.99421
-74123.9254914,5861309.99931
17403.8897977,-1376160.46686
97900.9316848,-7741383.55704
-82151.2125442,6496059.69572
13763.8776092,-1088330.14307
-1203.15322446,95172.8530708
17562.4093391,-1388695.24108
-44023.7021219,3481164.93658
77003.3010654,-6088924.31344
45013.917258,-3559395.77826
-85548.9825301,6764734.95959
30246.4730983,-2391674.89877
-28418.7608486,2247219.81034
-67816.4056356,5362549.17423
-51442.1091254,4067768.05198
-93960.4329292,7429861.98844
-17982.359549,1421971.81398
36473.6634279,-2884083.7469
-18078.6586949,1429586.57264
-73620.0284695,5821464.8462
41729.6680749,-3299697.05835
9852.1703501,-779015.803264
-65709.2503787,5195927.97944
96310.0225369,-7615584.00708
-17303.4934108,1368291.15296
41914.1322598,-3314283.37931
-51243.2375788,4052042.4833
-40893.2269987,3233625.74669
84467.5376197,-6679151.35474
10042.5827742,-794072.47529
-95660.4161488,7564286.46155
78328.7116333,-6193729.82869
-70918.3128611,5607829.38618
36368.4316772,-2875762.65144
-46598.7539256,3684784.58291
-56945.7105261,4502959.82914
-57100.2872311,4515182.82751
-6941.63997826,548937.954641
92435.3543866,-7309198.49777
-69340.6588417,5483077.97225
-51106.7856332,4041252.68216
-28744.3650026,2272966.63321
96748.2200418,-7650234.03658
44058.3232167,-3483833.13504
-17005.1758576,1344701.99077
-98869.5124598,7818042.54324
-55722.2847632,4406218.66036
-92337.097031,7301498.32563
52057.9551414,-4116396.02985
-57289.2898381,4530128.01966
-4951.31730045,391555.179216
-34570.7458,2733681.86839
-73648.02623,5823678.74111
-48144.6537039,3807025.06199
21554.3952877,-1704357.53798
67255.6713235,-5318140.23924
-63624.0025438,5031039.09215
-6440.55315372,509315.015077
-34927.1365173,2761863.10797
-86517.4721206,6841317.30547
-49940.1912777,3949005.40009
-166.654086706,13212.7202522
96509.4936987,-7631356.98973
50699.0312948,-4008940.48561
32826.7176113,-2595705.1534
-85995.3081924,6800027.715
34402.760413,-2720329.1619
92950.121449,-7349903.18846
-83544.0482211,6606196.78404
-99726.020152,7885770.0325
-99034.9960633,7831127.99371
46136.7060304,-3648179.17765
99807.7773322,-7892165.46977
64770.5872148,-5121634.69842
85830.8689679,-6786955.41777
-70164.7433724,5548241.63243
-53985.8694958,4268913.35951
37402.6958705,-2957546.05826
3966.44695795,-313608.111753
-24812.8407505,1962085.2845
25841.9585863,-2043392.31825
-78684.7079191,6221949.309
70622.3012018,-5584353.13023
-75741.2907699,5989201.54134
-86419.2038677,6833546.84164
2663.76779096,-210600.059303
35339.1990434,-2794377.11016
18609.5643668,-1471497.97774
40029.0062313,-3165218.92374
-64621.1940305,5109891.01177
79978.461123,-6324182.11984
40276.3489903,-3184777.30506
45335.9398657,-3584859.39394
-46525.1003756,3678960.5021
37020.8111138,-2927348.90301
-54307.2548736,4294326.58688
60447.8860151,-4779821.42376
24993.8327076,-1976327.61252
-29699.5734573,2348498.78656
-32764.7100294,2590871.39587
-83419.8862929,6596378.80372
48660.0258949,-3847708.17262
69899.7619597,-5527219.0622
7246.47197529,-572972.809974
35943.6538715,-2842173.77123
18298.2821506,-1446883.64777
10363.8504258,-819476.393568
81849.7600978,-6472153.21498
79621.2480163,-6295935.85064
-67519.4774606,5339069.87572
-18412.3989525,1455976.74977
78403.4215873,-6199637.4436
46678.1349074,-3690992.12467
-72548.1106995,5736704.02045
16158.3846703,-1277673.39442
-39468.7313667,3120985.17909
-27456.8594098,2171158.41597
82092.8052445,-6491371.76691
14422.8943988,-1140441.23669
-83689.1504951,6617670.60125
33715.6469568,-2665996.35246
-54123.3532479,4279784.74973
71598.9645218,-5661581.8056
-26516.3234672,2096786.47684
-2115.99715784,167355.074259
-15428.7123231,1220044.71323
75053.3370505,-5934732.85893
60411.2822406,-4776927.01689
-53925.5466595,4264143.39156
-56390.1151392,4459026.67952
-13381.8042967,1058187.50796
419.529598915,-33139.1685046
67280.8760136,-5320133.2749
88195.7282749,-6973954.30261
-69413.5590112,5488842.48025
6839.12800903,-540762.493186
6689.48359647,-528929.510907
-73675.8115246,5825875.8355
-9789.38110672,774120.236633
97509.2972069,-7710415.45234
-94869.2632389,7501726.83635
-19703.6172618,1558078.54636
57255.7771322,-4527408.60595
51404.3356776,-4064711.72437
36002.9943924,-2846866.06358
-56550.9756809,4471746.56599
-66576.1577262,5264477.81105
-48362.1754849,3824225.3793
71924.4586241,-5687319.92624
90506.1993296,-7156652.49079
-16706.7309246,1321102.75613
24229.9411729,-1915923.6533
98630.530785,-7799075.87629
53022.3867187,-4192657.4924
-87129.994879,6889751.93006
-45116.8393493,3567603.66971
33283.639921,-2631835.82811
38836.2263879,-3070901.05039
-29137.2510731,2304033.70636
-91031.7181359,7198276.79488
-10584.5560462,836997.899795
7722.20835269,-610591.188281
-70694.4756882,5590129.68557
83537.4901471,-6605608.78089
60046.9346561,-4748116.596
-12938.3784434,1023124.05203
-54842.7461154,4336670.02133
-1392.6982497,110160.936396
-76366.1660644,6038612.93038
-99267.6116866,7849521.8415
75764.771571,-5990988.83221
68781.3095534,-5438778.55662
21573.4828055,-1705866.86436
-87589.5363613,6926089.71324
40141.0915627,-3174081.95923
83203.6993735,-6579214.60926
73939.6860631,-5846672.02075
-97299.4494445,7693891.38038
71692.7746911,-5668999.75092
-90181.4451466,7131042.30852
-27266.1224498,2156076.08159
-42252.0614294,3341074.22047
-14991.0631809,1185438.04497
-10471.6085217,828066.687244
-42897.748708,3392131.29634
-35539.0123017,2810246.57375
-10191.4472188,805913.21238
-41817.5708457,3306717.31205
-87230.4480304,6897695.16256
-92202.063101,7290820.65264
-89677.9199237,7091226.55505
-6188.74074178,489403.200416
60174.7725842,-4758225.25232
-99299.1551377,7852016.10836
37085.2047582,-2932440.76605
93027.1094258,-7355990.93573
-28805.7465135,2277820.31481
97434.5223412,-7704502.70461
81567.1535526,-6449806.38502
76231.3000626,-6027879.10615
42373.352715,-3350595.77758
-90408.2636255,7148977.75293
44033.0967473,-3481838.3772
-7972.19743904,630428.255295
46730.9374113,-3695167.42986
-49406.0268266,3906766.88029
96514.7525102,-7631772.82499
-9889.78984701,782059.957363
89718.4241083,-7094359.95294
-31167.320364,2464559.40546
-84919.9644108,6714995.98082
20512.572686,-1621976.45757
-28262.0198691,2234825.67413
-16343.1213699,1292350.6942
68234.4499726,-5395536.18213
52119.0953253,-4121230.62875
-61927.1523035,4896862.35624
85208.6365572,-6737753.01212
-59930.8856571,4739009.56745
-44210.8154444,3495960.73545
11615.381864,-918439.990511
18662.0842538,-1475650.93528
-57832.7263939,4573099.72187
24933.5917192,-1971564.1166
13935.8268738,-1101926.85922
43266.1573109,-3421193.4082
66230.6727416,-5237089.50137
2896.01611139,-228964.862992
-8123.77451431,642414.060945
6400.02051531,-506040.507227
-43068.574647,3405639.18664
-55779.4496878,4410738.91961
-19177.7755875,1516498.14181
30518.2454172,-2413165.02312
77483.3707827,-6126885.34627
-30296.429469,2395694.57883
-27023.2119649,2136868.17791
93918.771859,-7426498.25098
66874.6491429,-5288011.29132
-21611.6502302,1708954.3453
69624.7222902,-5505470.57538
-18453.5840404,1459233.41941
71516.9510907,-5655096.67554
-5210.39158152,412041.218917
-84671.1963071,6695324.89179
63847.4031471,-5048634.84146
10144.2091604,-802108.480147
840.719527029,-66444.3408803
-412.443740356,32648.2913249
-34676.4836241,2742042.98109
40137.8984178,-3173829.46449
34120.3580851,-2697998.48022
80469.4223329,-6363004.38655
71572.9361641,-5659523.63924
82109.3379509,-6492679.07413
79393.4317724,-6277921.50897
-49904.8094721,3946207.6192
16469.1279844,-1302245.11124
94648.1309378,-7484171.59077
9145.75463923,-723156.687342
20255.014879,-1601610.33154
-76370.0462577,6038919.75278
-42666.0644739,3373811.09721
77464.37465,-6125383.24608
6563.47433314,-518965.454419
-2409.24816369,190543.604295
68442.5365172,-5411990.41756
27852.6502344,-2202385.74963
65272.4182338,-5161316.48442
-37337.4653198,2952457.4477
27259.7715378,-2155504.45958
-82283.3560753,6506508.8133
-51120.3908174,4042328.49849
-69401.6939534,5487904.26267
-20285.8892869,1604121.12447
-50013.1771995,3954776.68887
72969.1926881,-5769931.22762
-51448.6374677,4068284.27412
82281.2064984,-6506269.40765
-60703.7413577,4800122.35912
40864.3424355,-3231272.29874
-18413.8459767,1456091.17176
-53649.6561827,4242327.62799
40021.688117,-3164640.25117
68724.6741122,-5434300.16575
91733.3076615,-7253684.85503
-62223.7001846,4920311.5834
-51295.5436328,4056178.53222
70468.5082403,-5572192.10559
43851.9101226,-3467511.22603
79141.8990729,-6258031.81229
36314.2459472,-2871477.96903
-87415.3971148,6912319.82646
38253.884871,-3024852.97729
70169.103332,-5548516.96188
6548.77587621,-517803.188636
-92036.2080449,7277705.82994
3771.87656923,-298222.652835
-32298.0962707,2553974.37951
-88956.9774437,7034218.74938
-47929.4881194,3790011.05856
79589.9022716,-6293457.21722
48913.6994472,-3867767.15509
84810.7428253,-6706289.96316
-28319.710221,2239387.48101
-14300.6282632,1130842.59429
-52982.5736041,4189578.74017
29461.7003693,-2329619.78
87228.8811985,-6897501.83689
15465.4271608,-1222878.47232
-45855.3243636,3625998.63373
40034.5604472,-3165658.1178
-67331.9024926,5324237.5727
-89722.3310748,7094738.32241
-2428.42207315,192059.762012
51348.3177329,-4060282.16141
70730.0227202,-5592871.10158
-31790.9449189,2513871.89351
38213.5379153,-3021662.58212
-54855.4038124,4337670.91607
-85316.412194,6746344.69283
86424.3362743,-6833883.25156
59305.9659202,-4689525.23417
35006.5851875,-2768076.00212
-1620.63660246,128184.933703
38670.9517897,-3057832.12682
-25868.0825991,2045527.47844
1468.29636278,-116069.351591
-77226.2640933,6106624.32192
-48900.0528339,3866757.49279
-6827.57926863,539918.718088
-42671.2286245,3374219.44725
-33787.6904579,2671762.55027
-46569.5245585,3682473.29994
98660.5421599,-7801448.99575
-38648.8479034,3056153.71411
98742.451447,-7807925.89072
-95367.1434585,7541096.21684
-84214.4263585,6659206.26487
-92851.3374882,7342161.37554
99026.7456327,-7830406.16916
-6737.88017117,532825.851655
16816.9688538,-1329750.28014
18620.7119535,-1472379.46201
-93390.2621187,7384776.30178
65608.6358033,-5187902.55251
83029.4928718,-6565439.40435
47850.8272459,-3783721.59864
17358.7513159,-1372591.18655
8779.75888603,-694215.939154
91912.1854582,-7267829.43792
-91234.9722101,7214348.90754
-94474.6801014,7470525.56934
36867.4398976,-2915221.22746
59163.1607198,-4678233.05576
49930.6094183,-3948178.29415
-82041.9467539,6487419.61262
-53917.5601117,4263511.86328
7638.07266217,-603938.242688
21837.1818244,-1726718.60058
-43914.4269218,3472524.10942
-31326.597699,2477154.10145
81328.2601501,-6430916.12811
72489.4589427,-5731996.76144
75952.6705686,-6005846.75754
39821.8299262,-3148836.66458
-99741.3809641,7886984.67336
-8254.37085599,652740.836067
30053.2502319,-2376395.99384
-80908.2831296,6397776.29519
-67941.2285415,5372419.42069
-31700.0996751,2506688.39671
-85099.7649503,6729213.52868
-66598.6204065,5266254.02503
8120.80499699,-642109.819332
-39358.0788584,3112235.44265
33837.6796221,-2675645.96344
71950.7141287,-5689396.05401
-41946.8724736,3316941.70897
-7409.35831963,585922.314767
-95108.8279812,7520670.17878
70616.0566063,-5583859.34509
-50000.8743954,3953803.85694
78655.4390661,-6219565.47371
27788.2712067,-2197295.04239
-38155.5461927,3017146.37464
38684.3628418,-3058892.59235
-2149.30435472,169988.807545
8936.59480829,-706617.582871
83888.9326928,-6633398.74875
-55352.004024,4376939.0812
-48142.6230713,3806864.49174
61705.2994255,-4879250.13177
70921.3486504,-5608000.00818
-60913.9407033,4816743.66217
45383.0866426,-3588587.47818
-18537.573472,1465874.79973
-76408.3860767,6041951.43563
-45266.8293068,3579463.9756
-67287.987086,5320765.00584
95298.8410463,-7535625.84189
30095.2287275,-2379715.4014
-70660.8649553,5587471.95047
72440.176993,-5728099.84054
-46138.9854895,3648428.8536
-36982.0753605,2924355.34206
-66697.8217875,5274098.27503
-34533.8626966,2730765.37387
-85296.9122476,6744802.75406
-6007.8883193,475102.47596
16568.6559654,-1310115.18681
-60141.4095817,4755656.53626
21286.6917423,-1683189.14783
-32635.3729253,2580644.1937
-19993.717548,1581017.93639
-69205.7003521,5472406.26464
93879.3819102,-7423383.53017
-21425.7822119,1694257.01762
42818.9643199,-3385832.06963
-74324.8654407,5877199.12486
86525.6089444,-6841891.28667
70029.5251282,-5537479.95499
69031.2368817,-5458541.31018
-19299.4545169,1526119.78147
-53297.3467831,4214469.11453
-85366.6803402,6750319.59622
48827.5082221,-3860951.67015
-29610.7519894,2341475.31781
74939.8455494,-5925758.63197
-88093.2217064,6965918.12821
-20658.0430205,1633548.80881
-3052.38965396,241399.374497
-74120.1238866,5861009.39121
-98844.4550224,7816061.15144
-47825.3391419,3781775.58231
-81576.851644,6450642.6819
-74983.4116643,5929273.00894
-99989.0649271,7906570.03505
-54329.889912,4296116.4299
-8899.91320871,703786.452066
82374.8237972,-6513672.10194
94866.437355,-7501433.95241
43499.3386446,-3439631.98898
11084.921684,-876494.382238
5980.6559909,-472879.676824
91628.3382913,-7245384.50705
-34175.4229248,2702422.10736
-1945.82402665,153898.804083
-68754.3722495,5436717.94626
88295.3261867,-6981829.90789
-5432.66681321,429617.410588
19404.5491316,-1534360.60303
-34019.0317326,2690055.63022
-26660.3829486,2108177.83628
73568.7411801,-5817339.92508
73259.1116532,-5792856.27986
3137.9574545,-248096.132757
-29422.1908949,2326565.03782
-41361.0227388,3270616.22705
-55590.1143852,4395767.41989
-98020.204448,7750884.36152
-99198.5556227,7844061.30231
94633.9601275,-7483051.04812
-28565.2863911,2258806.17109
-27014.1168921,2136148.99412
-82857.5535144,6551912.9016
-60807.865557,4808355.87605
-67214.485771,5314952.96286
22577.023769,-1785220.86251
-87585.0472919,6925734.74456
-40171.3356358,3176542.90906
-88492.8817326,6997520.84512
34802.7798097,-2751960.29567
-20690.7393439,1636134.23788
-39278.854782,3105970.87803
-90746.3710401,7175713.25862
75791.0536098,-5993067.05814
-31543.5606078,2494310.2265
1265.46727537,-100030.844332
-98305.5413252,7773447.08975
9413.34276669,-744315.950933
46253.8916929,-3657445.51672
-59484.3877628,4703703.19295
60202.9321366,-4760451.94077
-53140.1508729,4202039.00513
30163.3794614,-2385104.35253
3633.15240083,-287253.177943
-31227.6820293,2469332.44378
54721.8940676,-4327044.3365
-2975.71169941,235336.141919
-82696.0059416,6539138.68882
-78862.3186735,6235993.70179
-98427.4195533,7783084.48876
-31620.4648692,2500391.35406
-61992.2250159,4902007.91591
39736.9082793,-3142121.57028
-2991.06885619,236550.493734
86660.9663898,-6852594.54131
-25754.6072794,2036554.53101
93900.0510483,-7425017.92159
-68107.9631801,5385603.7955
32336.0393529,-2556905.26079
43761.1281323,-3460332.73094
9801.72415619,-775026.820927
-49872.5592937,3943657.46859
-29952.1933737,2368474.45383
36336.0220219,-2873199.89036
-14321.5101649,1132493.80978
57875.4614782,-4576409.52593
-94862.9967811,7501231.32247
64313.8612156,-5085519.54677
-44802.0390534,3542711.15111
24413.1345528,-1930409.48663
-87296.6462106,6902929.71745
-77578.4125424,6134470.10838
44734.8844851,-3537331.54078
58579.4986906,-4632080.56446
60499.9046668,-4783934.74662
72753.1817245,-5752850.37668
62223.6677979,-4920239.59245
-15107.5684181,1194650.5801
-34636.9522184,2738917.07472
-58309.9811139,4610838.1616
89543.6220459,-7080537.65466
9879.68126531,-781191.201373
35450.5874204,-2803185.03468
47075.9818606,-3722451.47465
-34671.2130375,2741626.21473
-20304.6078776,1605601.27832
-73694.62719,5827363.66542
21428.1930694,-1694378.22377
50187.5635961,-3968496.6888
45330.7597366,-3584449.78041
88147.2899781,-6970124.09273
97635.3758349,-7720384.99377
81263.0539502,-6425760.01306
-60102.0085696,4752540.94063
24024.8270467,-1899704.45889
20458.7477637,-1617720.30567
98749.2511465,-7808463.57016
60981.4283277,-4822010.74858
-57984.0134429,4585062.59399
-33435.746227,2643932.91215
88055.5825222,-6962872.41736
34731.7108071,-2746340.58536
-53125.495324,4200880.13225
58794.3414719,-4649069.04255
-5526.9870711,437075.69066
-930.884882251,73643.5061791
71581.8465574,-5660228.21968
-66774.6871453,5280176.32633
39499.9571542,-3123384.89701
-99248.4662659,7848007.93651
-16531.8340964,1307272.96434
15072.7033941,-1191824.23318
42354.3801049,-3349095.53741
-90809.066093,7180670.80724
-52000.106471,4111891.13408
41199.1201728,-3257744.51354
22964.4930272,-1815859.60664
-99827.7501201,7893814.228
56045.5709745,-4431712.76423
86920.2951556,-6873100.70413
-61662.8963374,4875966.57998
-72405.2894922,5725410.5763
50848.1894913,-4020735.02084
69675.2265505,-5509464.14925
-88556.8880934,7002582.0841
-42867.0806573,3389706.25089
-91618.3822125,7244666.67007
-55945.7612867,4423889.84298
-27005.9211582,2135500.92466
15167.5094116,-1199320.92421
-15701.8742292,1241644.7178
59900.6165338,-4736546.6368
41970.4788451,-3318738.92919
66201.6292992,-5234792.92021
45175.0689382,-3572138.68622
20815.0017104,-1645890.73025
-33458.201588,2645708.54737
-22542.2854029,1782543.39095
-61709.605469,4879660.05785
-72507.0693564,5733458.71729
-11812.1604062,934069.486963
49481.1489737,-3912637.65894
-43702.511997,3455767.14865
-6772.35193133,535551.671618
-6752.94004738,534016.696306
55864.0679038,-4417360.59042
-17923.4644777,1417314.74511
76529.3118959,-6051444.09386
-88438.4737714,6993218.59
18830.1566813,-1488941.09442
20905.2200788,-1653024.65751
71231.6859003,-5632539.61588
37449.0894761,-2961214.58623
-36366.3200579,2875665.10726
-55386.0638171,4379632.32527
98990.0741623,-7827506.40931
5631.96290111,-445307.119442
79633.040058,-6296868.29455
58279.6301679,-4608368.76089
-95228.1551999,7530105.85928
-30760.0825319,2432357.48113
-27193.0354433,2150296.79965
41818.4863287,-3306720.27295
-26473.2323001,2093379.0859
-91740.956964,7254359.14597
44105.1350307,-3487534.73242
-38479.5386873,3042765.75716
66675.1259872,-5272234.19731
-52758.4808549,4171858.83012
89535.3024864,-7079879.79381
34860.9825892,-2756562.62225
-54685.5170094,4324237.287
-27609.1039226,2183196.99857
-5102.00481987,403470.644126
78981.634948,-6245359.08687
27946.2411856,-2209786.36051
-86753.2644664,6859962.34942
60473.4710119,-4781844.5318
-45407.0347462,3590550.58052
-78352.5578526,6195684.87464
-5276.30968329,417253.626896
48819.7507809,-3860338.25825
65132.4128753,-5150245.7007
34943.6067273,-2763096.04335
-14784.4329962,1169098.96974
-49264.9782499,3895613.60513
-1214.10839748,96039.122422
-24561.0245114,1942173.16721
-35400.442025,2799289.26769
-27099.8144678,2142925.44422
-94763.2592916,7493344.68023
66485.7275781,-5257257.70751
32059.1443196,-2535010.06293
-70089.1690219,5542265.66623
57222.5719602,-4524782.94018
-54424.1748423,4303571.91648
16260.7247654,-1285765.8351
-39396.9245358,3115307.12575
15017.5524655,-1187463.22866
89828.6421195,-7103075.33196
94219.3311162,-7450264.67368
-80560.4911481,6370274.99205
75343.0036116,-5957637.95258
90768.3717999,-7177383.5167
-80860.4339775,6393992.67134
-41619.4136127,3291048.22701
-8209.55393387,649196.982767
45009.6337522,-3559057.06432
74668.8633692,-5904330.98705
18970.8600656,-1500067.07383
51884.3577245,-4102668.9877
45049.1663436,-3562183.06445
15473.2730699,-1223498.87973
-47189.2364258,3731476.39614
88604.108211,-7006246.53768
-56748.6340177,4487376.20132
854.88700289,-67564.6198665
-18559.635065,1467619.29813
16581.3534405,-1311119.22696
-77577.5782978,6134404.14132
53377.8511401,-4220765.48605
-49008.9241571,3875366.3838
70829.3672317,-5600726.66948
-65350.3632312,5167549.33715
39819.7817931,-3148674.71051
-82158.940823,6496670.80164
49732.041779,-3932476.75663
15472.0366432,-1223401.11052
-64567.5598043,5105649.93897
13267.5233106,-1049081.42327
75545.4191334,-5973643.75756
50639.9911882,-4004271.94821
26118.2148969,-2065237.00975
40858.8851741,-3230840.77126
59715.4694214,-4721906.31402
21052.178993,-1664645.28669
73615.7926213,-5821060.47074
1447.25197249,-114405.287473
-70719.4190015,5592102.05313
-49627.4473699,3924275.48833
-93096.4114163,7361540.35134
3206.2083016,-253493.00024
29808.4900737,-2357041.82909
-93899.7597004,7425064.31355
-77822.0695208,6153737.04028
34080.9281061,-2694880.59406
-87010.9074704,6880335.21231
-75315.6348198,5955543.22274
363.773969343,-28730.3478518
-99932.018406,7902059.13843
-36476.2782455,2884359.94098
-99909.2695043,7900260.29179
-18295.3999307,1446725.16912
-98368.3064478,7778410.17906
7142.02697951,-564713.926378
42167.0179984,-3334280.06621
82201.6006534,-6499974.65506
42444.4008697,-3356213.83937
93585.4009095,-7400137.27652
-61077.1328071,4829647.91459
-85480.8399355,6759346.65206
95920.8222838,-7584808.38627
-2733.72666212,216201.41708
51802.1107226,-4096165.38828
72662.6288619,-5745689.99962
21550.164117,-1704022.96239
17525.1022064,-1385745.21687
-67047.53099,5301751.1805
-67743.8462638,5356811.61446
33451.1201251,-2645079.15777
82750.1138199,-6543347.7852
31700.3096806,-2506635.57269
-86832.3170439,6866213.35293
-54018.2362285,4271472.72653
-61560.7110926,4867886.38393
7670.33059254,-606489.006275
78561.5399459,-6212140.49468
-66222.5565916,5236517.15492
